,perturbation,E2F_target_genes,DNA_damage_response,MAPK_pathway,PI3K_AKT_pathway,n_genes,KO_MYC,KO_TP53,HIGH_CDKN1A,KO_BRCA1,KO_KRAS,KO_PTEN,_scvi_batch,_scvi_labels,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31
370,PTEN,0.7277367567842709,0.3136886050478327,0.1779182788227886,0.3924290443180384,321.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,BRCA1,0.2083829741057101,0.817017810774143,0.351092167807585,0.5372215471917672,324.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,KRAS,0.6649498486308614,0.4769227541231735,0.1140365116406244,0.6999984965962593,331.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,BRCA1,0.986710365222614,0.0005960237465255,0.934110853367494,0.3721733839116149,316.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,BRCA1,0.2809817429747668,0.2752791695155686,0.7951205334906952,0.5621790466362231,313.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,BRCA1,0.0094890646149909,0.8223267930300961,0.4222429830524133,0.7241804633023481,323.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,MYC,0.6624364190606193,0.4346789530554542,0.7493270448664818,0.8740504037066033,294.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,non-targeting,0.6379317333924064,0.0914281569294866,0.0632837869065455,0.8178248632693538,316.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,BRCA1,0.6592361453673871,0.1753129712694754,0.5448450359120415,0.3876265052872701,326.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,KRAS,0.6750729194358542,0.6679328555106806,0.9407995555899052,0.016942646940351,312.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,KRAS,0.0972848609709156,0.7504463718981007,0.909729446076582,0.4077537424227035,313.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PTEN,0.9562499077006814,0.7295674098214363,0.9368051664999608,0.8873317050458102,315.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PTEN,0.736141016340735,0.7954954066441319,0.7381893437245653,0.7808905233741738,304.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,TP53,0.5075819204091637,0.1511608964189368,0.6839769819918279,0.971287461672528,316.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,non-targeting,0.5897528144402058,0.77887297223935,0.5377964936587439,0.8788543772990867,318.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,non-targeting,0.2577554114652822,0.6632812678044281,0.5974118384792465,0.449643204980747,324.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,MYC,0.5835928539434797,0.9042159377474444,0.0639765123037053,0.3138643762180287,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,KRAS,0.4651852762526549,0.3275396782958132,0.3688271934989512,0.8004612703839282,314.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PTEN,0.7634101530465147,0.3688855994904898,0.9195108002798618,0.170143950224538,323.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,TP53,0.0343319017970095,0.6283927243238582,0.8354658359890422,0.2246532803490539,348.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,non-targeting,0.9776105009656332,0.2877884459643985,0.6852603076473471,0.042611409673001,295.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,TP53,0.7467500456223802,0.7731471709368445,0.6717185029810241,0.908184239624248,336.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,MYC,0.3428459509148061,0.071674774922631,0.8839187787619147,0.8099186749247693,307.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,non-targeting,0.9457310624726024,0.1823905397132756,0.2482330977023977,0.0821338718359638,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,TP53,0.1646497153360309,0.3950545927842087,0.0956946726266706,0.7664194294504567,310.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,MYC,0.4626467063179823,0.707514362706358,0.9821084121363458,0.0784050179302271,312.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,non-targeting,0.0245536429081473,0.995819853508794,0.1748546001557742,0.0465274556114896,322.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,TP53,0.502657586055714,0.5514693483631734,0.1201407151845368,0.9969901351672836,310.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,MYC,0.6953993428292876,0.3053621627410131,0.1571207384322976,0.5144431504480734,336.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,TP53,0.2156619488782107,0.4598941079056944,0.8530640380202417,0.8808141869546603,312.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,MYC,0.1335808770134555,0.7133426915952477,0.2147305942361854,0.0952408168383975,312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,TP53,0.296795634811809,0.9816307187083428,0.873905979559927,0.1159841021117807,319.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,BRCA1,0.2931150628914297,0.2968060973306905,0.8712584421830482,0.5255466111218277,314.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,BRCA1,0.3451484435465402,0.2228786077126016,0.3215285629032947,0.7821648240744017,321.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,KRAS,0.9294636957895812,0.6149854427084638,0.9425365751531414,0.735327842591262,320.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,TP53,0.6289054943321996,0.199533784356255,0.8417119169443622,0.3396261198219741,332.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,TP53,0.5707233056573865,0.5238014709082903,0.8876911660190433,0.7251604397064252,320.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,TP53,0.63362051917084,0.4535572488299476,0.4964406377861257,0.0171483370876047,320.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,TP53,0.3188148007304944,0.8330887677197342,0.2938426771090017,0.1002084981947969,316.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,MYC,0.8666259381431524,0.725106559110805,0.2837941124518879,0.871375513035032,301.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PTEN,0.8717827351565115,0.361901708817066,0.4425732787684056,0.4809753453581299,321.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,non-targeting,0.2464328330342489,0.5150220154777496,0.9771185327772336,0.0351593700137525,312.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PTEN,0.9553473828163788,0.654888467316712,0.3629763676605186,0.7705386921688883,320.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,KRAS,0.5774084900758519,0.6258102596038053,0.7252170124959799,0.9278978806947644,309.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PTEN,0.8757299109380895,0.4604335012134966,0.1871100935184609,0.8060817809128418,314.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,BRCA1,0.2257348808869869,0.2256022479614403,0.5349455113756967,0.0390260047086536,318.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,MYC,0.4421042371190213,0.839363770920922,0.5193852870065634,0.8802907798247609,299.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,non-targeting,0.1894863119083686,0.3744932270508402,0.7153859587600685,0.1368951371942246,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,TP53,0.6899931895561069,0.6778994316504487,0.5259605183697348,0.6683957573986897,308.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,BRCA1,0.6690743880531376,0.3831571839279352,0.2977281607654786,0.0805588680759262,302.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PTEN,0.4374559340010954,0.5902095321257204,0.0229439996416662,0.6675059935482766,309.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PTEN,0.3283418372575294,0.0327544123694872,0.9636341416676546,0.4884147553212242,331.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,MYC,0.2450163264025643,0.3378813098679588,0.9724111299616714,0.5948362543422893,302.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,TP53,0.4925915299364071,0.0214333059221054,0.92154140848068,0.0030046963834058,312.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,KRAS,0.7966464147403104,0.7656737479856209,0.6298758642422277,0.4904131054915076,327.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,MYC,0.7420588709545032,0.3588841982598726,0.0599180875479365,0.3186695274622869,318.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,TP53,0.5358728566284359,0.1410406023421342,0.6489818833796375,0.8405992385328637,312.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,TP53,0.8459998143194358,0.091954017729039,0.299299588465298,0.2641058082886796,336.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,KRAS,0.5475250287573014,0.0987226251029221,0.0224018984184491,0.8350888850956201,320.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,non-targeting,0.5502134761184033,0.5819835064406903,0.7205261449587607,0.6090009095626726,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,TP53,0.4842657368743116,0.909819206206151,0.0013439972666653,0.0540022100803584,321.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,MYC,0.2040678339557257,0.6776026208104812,0.0956837669436696,0.1284042653159255,333.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,non-targeting,0.0103514886892215,0.1558674979849892,0.3322069577309028,0.544949975230413,315.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,MYC,0.692314795488101,0.9956415573632272,0.1321717836112965,0.3251436690815085,307.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,TP53,0.2991775686415702,0.3601619690610238,0.9103815251949414,0.8084866259948412,340.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,KRAS,0.8406757900687174,0.8421957633841487,0.2651851075842406,0.4703235970059659,331.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,non-targeting,0.7084727862995637,0.7890446595379573,0.1845223447357764,0.8976690673832682,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,BRCA1,0.8349217627977068,0.9386727782848766,0.7370891080647836,0.5173957073069777,318.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,TP53,0.1693008795122623,0.8856563368622531,0.9971409820379112,0.8205155737443326,293.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,non-targeting,0.4363013223862534,0.20565672829987,0.7962075703411504,0.1737131453717539,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,TP53,0.3566488555696673,0.4500586236760157,0.7017327613955817,0.8922527105069771,344.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,BRCA1,0.4356409821829369,0.3625619283803706,0.5652290997293591,0.1617292655176968,313.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,MYC,0.2426583483699367,0.2106164855620776,0.5774073541082597,0.0488478277881861,293.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,BRCA1,0.5154125645979096,0.273996160037392,0.0321717865128371,0.8823152259409034,309.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,non-targeting,0.7085631750555217,0.1055684404132452,0.1014495625143064,0.4160878873076205,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,TP53,0.1849665340937906,0.7173906911469706,0.3338607853006289,0.5625313870607799,319.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PTEN,0.1868558996161832,0.1320410229708061,0.7256329738628545,0.4973676260045555,310.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,non-targeting,0.5015333274995761,0.2087815165197931,0.52610061896466,0.0483908811465786,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,TP53,0.268674662273222,0.6514248824569361,0.8911441891320975,0.4578423550419062,310.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PTEN,0.1482740394577719,0.6232373627370981,0.5586707101787916,0.4908172797612864,317.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,BRCA1,0.4232712642885365,0.9839095262633244,0.1344762310206088,0.0582368078035148,309.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,non-targeting,0.1140300147555537,0.0834628048650047,0.2213487444775909,0.2479560378394096,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,non-targeting,0.8218317014693862,0.996762394161494,0.2977227664918264,0.7163795769187206,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,KRAS,0.6971933848122653,0.6198216449988807,0.7477175719062295,0.9692439534555334,314.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,non-targeting,0.0776380270722312,0.7718132301257974,0.019497702449894,0.7151750134783526,309.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,TP53,0.9463939741394132,0.8605914922130676,0.0660944679879625,0.836688291938108,307.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,BRCA1,0.5517041013205038,0.8642520306372248,0.8604275468476248,0.0920610684265332,321.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,KRAS,0.8911473656596349,0.548186719337003,0.283710464898386,0.7131384970610951,329.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,MYC,0.942582190286111,0.9864079844429884,0.4814064193161242,0.6405267708108194,309.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,non-targeting,0.5028618407626102,0.093411813315068,0.17699202649287,0.6857975902042565,314.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,KRAS,0.0854311664337809,0.681546269144555,0.3948317673347429,0.1416527261552007,331.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,MYC,0.3042807082593369,0.2989639937972184,0.8918075132806802,0.9896430695713442,326.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PTEN,0.4945947793493026,0.9401555842409236,0.4362050298072119,0.348607351152709,308.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,BRCA1,0.4803549387689554,0.8496708848874066,0.941705683719844,0.4151931730380315,313.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PTEN,0.4299952506576785,0.1741581314211054,0.2470118847255673,0.6882889155545069,305.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,BRCA1,0.0506735314742541,0.6422822318216899,0.4965479788424939,0.864217321445871,328.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PTEN,0.1389142962678405,0.710773365294747,0.0746109189876984,0.1782254489481626,317.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,KRAS,0.3208085912727345,0.4818430164834913,0.6932515356062137,0.0525745628937009,315.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,non-targeting,0.6491060239484113,0.4821221304040358,0.4875248689742085,0.1994641928805516,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,MYC,0.8008474766996284,0.3944769063334042,0.4517996366347556,0.3849847820104132,320.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PTEN,0.1625222491069057,0.0612698560296604,0.4950311717380222,0.755961016900432,321.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PTEN,0.7172798988670758,0.0892883858742749,0.4762279066779643,0.6968905121387479,303.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PTEN,0.1650794228832921,0.0474229419809021,0.2374201745589589,0.627482854969384,302.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,non-targeting,0.0687537944146079,0.7798156086103198,0.2303124285347845,0.8519138577036929,322.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,non-targeting,0.5012924950352241,0.33865923199502,0.0813317592962172,0.9660314882443944,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,KRAS,0.8818055754050915,0.3198012086714267,0.0243362620757019,0.3903090564582828,312.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,KRAS,0.8034202419852722,0.8782305682769478,0.4410373062397686,0.8965115592633903,323.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PTEN,0.8446470382633677,0.9064046462426384,0.4513551581885241,0.857950875081942,320.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,non-targeting,0.2177369023980799,0.7719851254718992,0.9852743106469052,0.4014732339415802,296.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,BRCA1,0.6199081019599431,0.4933523749533706,0.6914457329325955,0.2870773481961745,332.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PTEN,0.9692756675113084,0.1696657752899982,0.2554848798134745,0.9268970561957236,314.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,non-targeting,0.8134056587210811,0.7084380393232588,0.6696143614951389,0.9720005784856772,309.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,BRCA1,0.1429570330431437,0.9727815193318868,0.8539124873324758,0.0156103663100949,317.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,TP53,0.5397474100748412,0.2756671545609237,0.7853622880441992,0.6273551008047835,321.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,MYC,0.033578478642222,0.3361162243427938,0.6429891142395193,0.6206586521927557,311.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,BRCA1,0.8767596021970387,0.4231475953809142,0.8009682708993077,0.0676566121930639,319.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PTEN,0.7166509142406744,0.4595125632275921,0.585480242811625,0.5357907385692153,316.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,MYC,0.1333778263867923,0.7658932376320092,0.6989868884493367,0.6994245403101689,304.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,BRCA1,0.5063983542340568,0.0519948216528814,0.0806173380405105,0.5964109390789116,305.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,TP53,0.1366030840895437,0.5662321224296861,0.8152837666427472,0.1474420222249803,330.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,KRAS,0.6236936283783366,0.1604797870868975,0.7790763914661508,0.8954680553846127,328.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,TP53,0.45896075557769,0.2568723460191547,0.2282586974332004,0.892312620806082,333.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,KRAS,0.9754213665070992,0.1786908478307967,0.1814388376476228,0.5451489323964146,310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PTEN,0.5301885981462665,0.902090146509328,0.1829776987133446,0.6960542978282604,326.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
