,perturbation,E2F_target_genes,DNA_damage_response,MAPK_pathway,PI3K_AKT_pathway,n_genes,KO_MYC,KO_TP53,HIGH_CDKN1A,KO_BRCA1,KO_KRAS,KO_PTEN,_scvi_batch,_scvi_labels,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,score_E2F_targets,score_p53_targets,score_DNA_damage,score_MAPK_ERK,score_PI3K_AKT
763,,,,,,,,,,,,,,,0.112557344,0.052932225,0.40782842,0.46513852,-0.78971255,0.31738865,-0.43974796,-0.6095285,0.14371912,0.2395051,0.006718034,0.6160511,-0.50744885,0.6277147,0.1617257,0.22229174,0.31046888,-0.58150285,-0.26999375,-0.020041881,0.44160062,0.0060146227,0.16379508,0.0105257705,0.4496567,0.4552657,-0.04764404,-0.40465105,-0.29218096,-0.12647048,0.0640174,0.3077197,-0.025041827449092224,0.22795370350713307,-0.25473124892623344,-0.12235322505869761,0.7645348412649973
764,,,,,,,,,,,,,,,0.17747158,0.13405734,0.30107012,-0.029815309,-0.0873175,0.27805328,-0.043330915,0.001585112,0.009161089,0.23506387,0.25992614,-0.07488388,-0.29192466,0.04733807,0.481942,0.05181034,0.07465503,-0.14969693,0.12772094,-0.15376046,0.14502093,0.042215228,0.08876349,-0.008365959,-0.4994306,0.25948766,0.17121805,0.057486136,0.280502,0.15189512,-0.35594305,-0.089837,0.13007779298005295,-0.19906651870064107,-0.28400744332207584,-0.11825990676879883,0.21166937691824783
765,,,,,,,,,,,,,,,0.4675291,-0.12930919,-0.09227805,0.43121642,0.13837601,0.5534693,0.39503077,0.41960567,-0.041553367,-0.024423923,0.2099245,-0.13652857,0.046407703,-0.637772,-0.48736724,0.11010494,0.3437014,-0.45828006,0.4188014,-0.02501104,0.04209314,-0.14706296,-0.1878954,0.072926454,-0.53478545,0.10527718,-0.020809516,-0.061608154,0.56698686,0.39390868,0.24893993,0.08625531,-0.17436446083916568,-0.5001088018002717,0.24783357690881802,-0.5221451698465551,0.8242603302001954
766,,,,,,,,,,,,,,,0.05859156,-0.13332932,0.27387348,-0.60775715,0.25267547,0.025754485,0.18736717,0.011217909,-0.2819362,0.07034295,0.074232854,0.0048736213,-0.012845992,0.013283752,-0.034943327,0.3599191,-0.053212523,-0.48047543,0.750859,0.1588097,-0.23940247,-0.8912385,-0.2095012,-0.017617982,-0.2454519,0.25295034,-0.2911512,0.37329668,-0.40018415,0.08465343,0.28739092,-0.23919913,-0.5284137337296098,-0.009898235486901275,0.15050945988407838,0.16582783638162835,0.6427541732788087
767,,,,,,,,,,,,,,,0.27811635,-0.32530445,0.22346933,-0.014962353,-0.481994,0.25921956,-0.20310147,0.23851687,-0.022950199,0.23856522,-0.1312639,0.37451175,0.53423303,0.43332762,-0.2842213,0.062087946,-0.40525234,-0.30181387,0.29814637,0.16087112,0.053833347,-0.18689549,-0.18833481,-0.120466456,-0.2641596,0.20957367,0.32742706,0.30583924,-0.2793907,0.857896,-0.3829623,-0.020616723,0.3776118384467231,-0.031178772967794588,-1.2526301860809326,0.22719854801259132,0.3030148642403738
768,,,,,,,,,,,,,,,0.67180985,0.0067599565,0.07425133,0.5295847,0.18274772,-0.22609022,-0.21443231,0.5211248,0.14439486,-0.071582824,0.1992415,0.3727588,-0.25530094,0.32836375,-0.008686481,0.29412493,0.13069354,0.36495402,-0.23710872,0.6141968,-0.07976271,-0.38803184,-0.06925433,-0.07522462,0.17352682,0.34252927,0.34176695,0.5677463,0.24466252,0.33695036,-0.57134444,0.662741,-0.37116444905598955,0.1341196972390879,-0.19175121519300675,0.5137166449364194,0.855791446140834
769,,,,,,,,,,,,,,,-0.013587311,0.018505324,0.06785314,0.35454872,0.2686528,0.14621441,-0.21643466,-0.07043964,-0.083226606,0.2550655,-0.18884572,0.72022617,-0.3496076,0.085517995,0.91470325,0.0012547546,0.77927834,-0.49084276,0.0073502744,0.3503521,-0.31270617,0.1733205,0.106382735,-0.46341845,0.42813745,0.1809163,-0.30589828,-0.5825784,-0.25825784,-0.01291503,0.5534424,-1.0537531,-0.018698787689209073,-0.03686003892318057,-0.5634792998985008,-0.16404651073699306,0.3056774139404297
770,,,,,,,,,,,,,,,-0.53511137,0.18725494,0.40673894,-0.029301852,-0.022091057,0.14980248,-0.2747205,0.11404695,-0.3471901,-0.2406214,-0.037362423,-0.32367462,0.28733608,0.1333642,-0.055887356,-0.23099664,-0.03723736,0.1379976,0.23467368,0.09108418,-0.17082459,-0.06513028,-0.06459489,-0.21693078,0.08524971,0.1953994,-0.1786558,-0.65501887,-0.2802222,1.2011112,0.2685641,0.42385545,0.2023043597186054,-0.16828812308933427,-0.23345620190655736,-0.013746103327325176,0.6642234257289343
771,,,,,,,,,,,,,,,-0.24256042,0.108285755,0.4911374,1.059371,1.3360662,0.7193882,0.0053070486,0.68193465,0.50729245,-0.47906372,-0.37348694,0.4280522,-0.09726237,-0.13091636,-0.6070938,-0.6137384,0.16245812,0.17256382,0.12784642,0.36766684,0.1456537,-0.75630504,0.009219324,0.00050995126,-0.15263744,-0.4759236,0.42610848,0.3980258,-0.59233034,-0.8513919,-0.1425187,0.026657142,-0.23043958875868054,-0.4141490853351095,0.2684473744145146,0.03754741181718524,-0.6848189626421248
772,,,,,,,,,,,,,,,0.09361711,0.3131803,-0.15456332,-0.11977922,0.93881917,0.260717,-0.4156242,0.12224741,-0.42046717,0.42523995,-0.6951067,0.053273145,0.09065991,-0.1815379,-0.060323678,-0.509506,0.4828919,0.20090425,-0.012630055,-0.18918665,-0.38666573,0.17857587,0.22425699,0.3899637,0.12007512,-0.08780582,0.16169125,-0.4865602,0.022612307,0.36863834,0.061772183,-0.5706698,-0.16101494895087343,0.23932878245478095,0.11880195052535458,-0.6390145322109789,0.23090188162667413
773,,,,,,,,,,,,,,,-0.119152345,-0.5193368,-0.3653612,0.17699161,0.19545645,0.66371137,-0.63121194,0.15802033,0.14135267,0.22904637,0.08787723,0.08336298,0.13217154,0.55933255,1.091174,0.2344812,0.28672132,-0.020583615,-0.419473,-0.032940913,0.45145696,-0.11516317,-0.47293153,-0.046005014,-0.20778145,0.29931444,0.25733018,-0.15589513,-0.025104105,-0.7967436,-0.06805631,0.11842885,-0.2770044220818415,0.16316568125849185,-0.02898495992024741,0.14376533589464557,0.3333034787859237
774,,,,,,,,,,,,,,,0.23485109,-0.3826621,0.05839608,-0.48558077,-0.19130771,-0.33114958,0.05449084,0.025162593,0.39167875,0.099415675,-0.6047579,-0.2437272,0.123165116,-0.11551429,-0.20240802,-0.051404215,0.11961051,-0.49628893,-0.1369436,0.23707162,-0.4083733,0.3464481,0.6457733,0.4855415,0.63955295,0.36393481,-0.1970425,0.6001321,0.10358843,-0.3705256,-0.76026577,0.3679279,-0.4928762223985459,0.7396546405294666,-0.10494607289632163,0.0029235068787918372,0.8927215031215125
775,,,,,,,,,,,,,,,-0.19363427,0.39740515,0.6115542,0.05098756,0.482463,0.37100023,-0.31469503,0.1347517,-0.78775924,0.02011435,-0.28835616,0.20246036,-0.043084793,0.4135479,0.09836547,0.1270592,0.13615842,-0.7082522,-0.20667358,-0.25830996,-0.084041215,0.092851184,-0.34679842,0.15677664,0.4306498,-0.104467034,-0.073054716,-0.11455206,-0.21963501,0.22049814,0.21166494,0.1438171,0.2283724325674552,0.4961835778277852,-0.21791874567667646,0.1105935644596181,-0.3527737345014299
776,,,,,,,,,,,,,,,-0.14256382,0.28402865,0.32780352,-0.70951396,0.14360449,-0.36300227,-0.16343206,-0.2353664,-0.43296513,0.002811497,-0.14377892,-0.3099601,0.4004162,0.015242942,-0.13888893,-0.5743097,0.11637271,0.15924132,0.47173625,-0.040079914,0.30873182,-0.061349936,-0.009545931,-0.23264724,0.40635076,-0.12934569,0.28363213,-0.1762286,0.4034163,0.287251,0.9446461,0.36250263,0.27498700883653426,-0.4713429575381072,-0.03336578298498094,-0.10792272040184514,0.48046820504324783
777,,,,,,,,,,,,,,,0.499353,-0.074614525,0.16996145,0.5717927,0.5612495,0.21195434,0.26294833,-0.16387482,-0.50348604,-0.34368506,0.2660575,-0.045519866,-0.25963742,-0.35736302,-0.1665254,0.036812015,0.30198747,-0.6297563,0.2770505,0.31113756,-0.6814121,0.22173485,0.16073616,0.14658889,0.06294237,0.009847309,0.48869798,-0.11707854,0.0060990565,-0.14605606,-0.3643494,0.06261482,-0.07889739142523866,-0.18198565607485562,0.05003311722366899,-0.08239349811635122,0.7278505325317384
778,,,,,,,,,,,,,,,-0.39624947,-0.79097414,0.71150166,0.43356994,-0.17907977,0.33497623,-0.38983917,-0.5860599,0.80029774,0.26512,-0.22311462,0.11790232,-0.064762846,0.26206127,-0.242062,0.21088323,0.12271894,-0.8404994,-0.03966983,-0.027452817,0.07398887,0.10494882,-0.07955506,0.4628,0.30411574,0.48616537,-0.615632,0.065064214,0.28409332,-0.4262579,0.15813181,0.07802013,-0.5003113358109086,-0.8260974386463994,-0.26834742581402815,-0.5281601946404639,0.45009002685546884
779,,,,,,,,,,,,,,,0.9679036,0.058672894,0.50696784,-0.3915862,0.014825514,-0.21403311,0.03802653,-0.29849535,0.5146962,0.20111994,-0.3676077,-0.15032697,-0.8822614,-0.51494235,-0.31693134,-0.0140585285,0.21590738,-0.6056026,0.72481585,-0.67169523,-0.06328247,0.13981937,0.68029726,0.28925663,0.40350032,0.5379366,-0.01724957,-0.07959813,0.55456334,0.300057,0.363911,-0.091047816,-0.16388024224175357,0.1995317873747453,0.5912726437603986,0.30639541301321493,0.11809915815080929
780,,,,,,,,,,,,,,,0.19866598,-0.05877297,-0.25955805,-0.4068217,0.12374757,0.26590186,-0.30454573,-0.12147699,0.7852698,0.76459336,0.025297062,-0.23027849,-0.116769165,-0.053414658,0.72948706,0.03886933,-0.50992966,-0.6956471,-0.013095876,0.17840274,0.29626805,0.15466534,0.59958947,-0.32838985,0.16333301,0.28601378,-0.15662712,-0.5044481,-0.51798326,0.098416604,0.37241122,-0.24702814,-0.2812739054361979,-0.19788312911987305,0.661295219703957,0.44275163691094566,-0.22730621610369006
781,,,,,,,,,,,,,,,-0.0060613863,0.3475355,0.73126245,-0.3659012,-0.62590945,0.17558455,0.10111053,-0.09683675,0.09823906,-0.46040633,0.26588926,0.15502308,0.05100668,0.18078035,-0.06845446,-0.5314616,0.20494145,-0.712661,-0.09518207,-0.17917079,-0.5450821,0.02247173,0.13965233,0.24293438,0.79221773,0.02595606,-0.18158686,0.47144735,-0.41936284,-0.13843313,0.11927545,-0.11019321,0.25213351779513893,0.10533035941745927,0.286737173574942,0.2459875472048496,0.817045511518206
782,,,,,,,,,,,,,,,0.6614432,-0.613666,-0.02536131,0.08651011,-0.5358496,-0.343016,0.20654348,0.2773743,0.28484207,-0.67991793,0.09428175,0.31741294,-0.097947426,-0.004812982,0.023682233,-0.0150456745,0.09734917,-0.22959241,-0.26886383,0.3487854,-0.26128528,0.44037664,0.44531047,0.44359633,0.36001974,-0.15420729,-0.09012241,0.3901138,0.20343551,-0.31171525,0.040309966,0.5141225,-0.03629768512867115,0.1250994557919709,-0.07200390851056127,0.03417334455124865,0.48138637542724627
783,,,,,,,,,,,,,,,0.5382735,-0.15144572,-0.3195335,0.02977816,0.4548619,0.062220123,-0.45263904,-0.22843985,0.37665212,0.7518608,0.14014873,0.020748267,-0.28343073,-0.032960802,-0.34991446,0.009164426,0.06578236,-0.21956182,0.9101196,0.15216938,-0.08688214,0.40389124,0.42728323,0.2913454,0.058177684,0.2575773,-0.10515746,0.00040912023,-1.0749004,0.04043459,0.18676317,-0.08697375,0.3488228762591328,-0.07721531909445067,0.41610570836950256,0.16621082387071984,-0.12452689579554965
784,,,,,,,,,,,,,,,0.36904886,-0.17358321,0.38291323,-0.021236613,-0.031762842,-0.01791725,0.5118671,0.2304318,0.2780071,0.28444242,-0.3304515,-0.020004507,-0.049147397,-0.29228392,-0.06486486,-0.5442469,0.575251,-0.03005624,-0.13272107,-0.74691397,-0.10343368,0.27537042,0.3800552,0.6501813,0.5473651,0.51243305,-0.07951801,-0.19498302,0.12518054,-0.6678881,-0.36963716,0.7767959,-0.32493486051206255,0.02389907422273052,-0.4116487291124131,0.14025312788943034,0.8929489953177316
785,,,,,,,,,,,,,,,-0.50632983,0.17970423,0.07188473,-0.22276956,0.5391947,-0.038056917,0.17656021,-0.053553727,0.3718299,0.39853638,0.22122681,-0.45012227,-0.3488431,-0.08244767,0.33675522,0.20033087,0.027740441,0.16232978,0.28994033,0.14570886,0.602402,0.1446037,0.37214005,0.6578021,-0.56299293,0.4741429,-0.27197304,-0.37669978,0.113443516,-0.46805012,0.21265367,0.44985247,0.14548010649504484,0.34810498279073965,0.288876787821452,-0.43999121848573064,0.5097228731427874
786,,,,,,,,,,,,,,,-0.38512018,0.19854856,0.30421898,-0.27964208,-0.32568833,-0.10151342,-0.41180238,0.3973902,0.6560305,0.2809143,-0.38931558,0.8019504,0.63529,-0.0036595538,0.19157171,0.4215478,0.30503368,0.14556085,-0.07157992,-0.24304509,-0.42771226,0.045226894,0.06767168,0.4146193,-0.17521082,0.48966718,-0.059638202,-0.04418775,0.15355043,-0.5743063,-0.07537808,0.5155116,-0.040548847339771266,0.24684710295304013,0.2782569178828487,0.045959405696138544,0.20554624285016732
787,,,,,,,,,,,,,,,-0.009265944,-0.18658869,0.4160203,-0.27461365,0.080931745,0.3168169,-0.033377573,0.04299326,0.54573035,0.438678,0.4828633,0.02563902,-0.005390913,0.10898092,0.24895632,0.034395535,-0.0033165812,-0.17069839,-0.13044606,-0.18976125,-0.12483075,-0.30066597,0.1665881,-0.21622899,-0.30762088,-0.33089823,0.40199065,0.3457009,0.11430784,0.1440973,-0.20064649,-0.21197826,0.12662291350188082,-0.23084909190302327,-0.23280520968967,0.6162647003823136,0.0719463075910296
788,,,,,,,,,,,,,,,0.4131127,-0.059268024,0.501303,0.07455499,-0.089777604,0.057452496,-0.48538056,-0.863616,-0.20783268,0.13246681,0.6182641,-0.23661321,0.102730066,0.2229445,0.13009465,0.3136846,0.29759395,-0.044916395,-0.028510477,0.6292838,0.25033355,0.34071746,0.43431118,0.7351015,0.05446629,-0.11614832,0.6492933,0.16283889,0.64726794,-0.21233709,-0.194583,0.27279535,-0.4903459089773674,0.34893398284912114,0.46332200368245435,0.003971781629197091,0.730806050981794
789,,,,,,,,,,,,,,,0.011285897,-0.2074864,0.11439784,-0.07823991,-0.18338953,0.78372324,-0.12812378,0.37071612,0.11508864,0.4876641,-0.15165274,0.3184841,0.19306734,0.45376855,0.49465165,0.5030597,0.3407854,-0.8694815,-0.6324591,0.3812465,0.64943254,0.107128896,-0.043129113,0.5417866,0.14897603,-0.671906,0.502851,0.120890304,0.056415975,0.08187076,-0.23459509,-0.011886226,-0.028694944028501146,0.07711547353993287,0.3782590230305989,-0.02138465516110677,0.8210312434605187
790,,,,,,,,,,,,,,,0.31535617,0.18856055,0.36606866,0.24927413,0.5257961,-0.07377815,0.43759844,-0.44082463,-0.41012833,-0.7286959,0.408486,0.039126556,0.010676024,0.62619674,0.06816316,0.105705224,-0.28231844,1.4726671,0.023625463,0.02730912,-0.6348628,-0.2873395,-0.34682932,0.27708977,-0.75436085,-0.07652733,0.32809854,0.2775352,0.08731027,0.3211705,0.39898866,0.4789304,-0.1670492490132649,0.25866117062775973,-0.0413385108665183,0.07335966394302695,0.7930700029645648
791,,,,,,,,,,,,,,,0.0054094344,-0.54093236,0.37586197,0.6372397,0.3398873,0.21882632,-0.30151862,0.13256869,-0.24800484,-0.44420683,-0.44266623,-0.3462989,0.16334298,-0.064116925,0.7582977,0.013170558,0.03420483,0.03848372,-0.08015194,0.313738,0.34532303,0.32285282,0.15765554,0.29306048,-0.41202736,-0.11535585,0.21246758,0.07673385,0.2751317,0.07630978,0.16812351,-0.55645335,-0.32995284398396807,-0.08776420095692505,0.29430032659460004,0.3170565016726232,0.6378257751464842
792,,,,,,,,,,,,,,,-0.2520846,-0.41160512,0.07933262,-0.22818318,-0.42094216,-0.55610174,0.74839,0.06945797,-0.089233786,-0.6521856,0.176257,-0.7350245,0.16256313,-0.01832854,0.0024962556,0.3680086,0.37831962,-0.24475782,-0.4791804,0.04871948,0.09812933,0.31496137,-0.10009329,0.46657816,-0.17789531,0.16238979,-0.6028205,0.044056606,0.25168452,-0.020444408,0.00028903037,0.08836968,0.02287742826673722,-0.1522420634394106,0.40708708586516207,-0.28502007748218294,0.38493747711181636
793,,,,,,,,,,,,,,,-0.037331887,-0.21494292,0.73098433,0.053036988,0.19374548,0.06907021,0.33849135,0.31789455,-0.59439665,-0.6801924,-0.25254595,0.8495122,-0.47361788,-0.19364455,0.43197784,0.1728252,0.34362194,-1.4101264,-0.17099477,-0.44736725,-1.1332465,-0.28616208,-0.72650653,0.31724173,0.89315313,0.20904624,0.2792155,-0.057332877,-0.5511042,0.38177836,-0.2561263,-0.14155969,0.035992431640625044,0.5925762093585469,-0.31841138557151516,0.21282745929474522,0.35762266431535994
794,,,,,,,,,,,,,,,-0.21951714,-0.20373774,-0.293239,0.20438632,0.11522739,-0.15642251,0.102024406,0.048923768,-0.25176796,0.63237643,0.057210676,-0.47882453,-0.50372607,-0.19756159,0.34879372,-0.47100896,0.012733534,-0.66200846,0.57103276,-0.44128472,-0.24582714,0.9635053,0.537648,0.3982574,0.27962574,0.4523155,-0.29911926,-0.18233778,0.218844,-0.10840674,0.31426942,0.12182252,-0.47995387183295346,0.08376391866932731,0.17630132039388013,0.26243101079413234,-0.7884978158133371
795,,,,,,,,,,,,,,,0.1151341,-0.3414052,-0.039671533,0.07147627,0.042004157,0.31280267,0.5182622,0.41264674,0.056802563,-0.7658757,-0.3944091,0.38966838,-0.23966014,0.11987204,-0.24590634,-0.7223996,-0.1202717,-0.26597542,-0.90784395,0.35057694,-0.34081292,0.013203373,-0.3351231,0.66185355,-0.029832501,0.11603263,0.4118654,-0.6619825,-0.30638295,-0.6115454,-0.68238866,-0.15892676,-0.15875523178665718,0.08196159031080152,-0.22007204691569027,0.2307433960285592,0.8014602388654435
796,,,,,,,,,,,,,,,-0.029014386,0.60849535,0.6646524,-0.48696783,0.19431087,0.25203505,-0.35599163,-0.030417614,-0.30072317,-0.731646,0.27491748,0.5398188,-0.039554812,0.21907839,-0.34032148,0.39610815,-0.050813243,-0.90922505,1.0719104,-0.6058799,-0.38362485,0.34957007,0.619177,0.0029567257,-0.02609982,0.19818741,-0.13421553,-0.4415917,-0.2721362,-0.07453492,0.33747965,-0.03559103,0.49217204341181997,-0.02514102769934623,-0.1305782494721588,0.3625276200314784,1.7535993303571429
797,,,,,,,,,,,,,,,-0.28652862,-0.43991455,0.044407584,0.073645264,-0.61295277,-0.063705936,0.08257124,0.11912668,0.010106407,-0.024844572,0.19084595,0.41297367,0.31181273,0.53526384,-0.16572061,-0.32260898,-0.073108196,-0.30083188,0.018410519,0.2768917,-0.35346985,-0.912287,-0.0054251654,-0.28452936,-0.23664473,0.5807779,-0.31402075,0.49097145,-0.13408235,-0.625873,0.017792843,0.4207816,0.2595092137654622,-0.2977603580640711,-0.05547022289699988,0.5601491075880982,0.17691680363246376
798,,,,,,,,,,,,,,,0.17425185,0.26453388,0.19329652,-0.34323788,0.037087478,0.21112695,-0.37188035,0.14484605,0.08844155,-0.12636764,0.31209695,0.012874268,0.01670256,-0.7174697,0.04776787,-0.4804483,0.37068582,0.12386632,0.69810915,-0.061772183,-0.14615603,-0.28169903,-0.094103195,0.230503,0.36284667,0.49044833,-0.040371515,0.48061344,-0.08673046,0.6811007,0.5753879,-0.51625067,0.09625634793882032,0.42106646662173053,0.017803326359501437,0.12065566448455156,0.6648734501429969
799,,,,,,,,,,,,,,,-0.19823587,0.11995683,0.34826863,-0.8277757,-0.29391086,-0.32881007,-0.015124179,-0.15957865,-0.08091724,-0.22711013,-0.501488,-0.10262818,0.47799546,-0.13450868,0.23041843,0.108816005,0.3643684,-0.07581942,-0.26559985,0.0033913814,-0.60253584,0.092221744,0.08368333,-0.2188125,0.7242541,0.40700763,-0.8830266,-0.22958408,-0.6507038,0.32394654,0.36636928,0.40402347,-0.08468397635000713,-0.14506171682606572,0.1013317037511754,0.2411152575878388,0.4205976213727678
800,,,,,,,,,,,,,,,0.3017191,0.015008555,0.44665155,0.10279623,-0.31542575,-0.25528857,-0.27067697,-0.112857446,0.29213682,-0.17611864,-0.1504439,-0.10125088,0.29454562,0.043332867,-0.23334238,-0.05601807,0.32520118,0.17556627,-0.2406609,-0.033025928,-0.5095718,0.027776178,0.5519012,-0.20989865,0.16178064,0.35536867,0.35878503,0.110549,0.5531677,0.02491131,-0.217354,0.29536143,-0.27144414407235606,-0.24630287833835762,0.02216296372590243,-0.08710359411036728,0.29025947025844023
801,,,,,,,,,,,,,,,0.5039869,-0.70341164,-0.60645425,-0.11159497,-0.034145232,-0.07279901,0.07585476,-0.3424096,-0.08930001,0.05617073,0.2835797,-0.006629885,-0.12954353,-0.286481,0.22231705,0.28719872,-0.5336457,0.035607215,-0.7646375,0.5471595,0.057609633,0.09687734,0.34863302,0.6090516,-0.1477766,0.029470857,0.08320448,0.15235668,-0.37368488,0.6277022,-0.0077100545,-0.35786167,0.6527904510498046,-0.23751350071119215,0.16454199331778074,-0.08387047179201823,-0.2534499849591936
802,,,,,,,,,,,,,,,0.1275022,0.0027274815,0.3392946,0.11384247,-0.22777104,0.059924867,-0.09186335,0.3983557,-0.15261118,0.36749837,-0.39504552,-0.28260016,-0.26532295,-0.2550077,0.6404471,-0.301995,0.22482197,0.017460886,-0.24035577,0.52194667,-0.35558137,0.342906,0.4633703,0.3840959,-0.39643317,0.6469927,-0.42536464,-0.16103868,0.53652275,0.52212644,0.55239964,0.08419143,-0.4040039133142541,0.639971111131751,-0.30952120533695937,-0.15728418066146532,0.13508426121303008
803,,,,,,,,,,,,,,,-0.4368888,0.33024302,0.14347336,0.064554915,0.0485238,-0.32321233,-0.22361208,-0.06512566,-0.5569771,-0.36691806,-0.27194953,-0.33108208,0.16786948,-0.093128406,-0.32344088,-0.54656553,-0.20248002,0.22773878,-0.7890204,-0.30204767,0.026250508,-0.3662484,0.5056407,-0.36674276,-0.17323962,-0.29235524,0.28032875,0.054502,-0.038642697,-0.2716257,0.0017628893,0.21560058,-0.08266801480893737,-0.18345629650613526,-0.3991144109655309,-0.0431361462207549,-0.14065713882446285
804,,,,,,,,,,,,,,,0.15524414,-0.9983004,0.39845735,0.1179494,-0.095243394,0.11674098,0.028869297,0.44377393,-0.19856952,-0.41948098,-0.35329998,0.2373441,0.6192142,-0.2335904,0.013175337,-0.5534983,-0.29971778,0.010904249,-0.31270754,-0.017232168,-0.14367634,0.12412284,0.03268609,-0.22420052,-0.15480563,-0.49395043,-0.101425074,-0.7042998,-0.14830112,-0.40504378,-0.055150412,-0.08756123,-0.07747800615098743,0.1603486434273098,0.6386381855717413,0.2550147847926363,0.08941952841622491
805,,,,,,,,,,,,,,,0.03737963,0.6240317,0.029460995,0.038848497,0.31570828,0.42479578,0.24346885,-0.15799053,-0.33772793,-0.018738626,0.03053956,0.40374455,0.21542425,-0.68526524,-0.2934253,-0.65149206,0.613116,-0.16793884,0.396886,-0.5508038,-0.39143074,-0.3663942,-0.39863858,0.17400244,0.3139725,0.015625168,0.40901506,0.084811665,0.041475005,0.4658003,0.42031556,-0.52183855,0.3761006673177083,0.4742033834042758,-0.22738049471819854,0.3700255414272875,0.18173997061593195
806,,,,,,,,,,,,,,,0.31338733,0.14005435,-0.41480437,0.6297999,0.6183696,0.17117119,-0.2452793,0.18136267,0.4827784,-0.13504,-0.08532694,-0.059608977,-0.4537138,0.5637412,0.14617868,-0.101636335,0.045102056,0.01384443,0.5637865,0.2500041,0.86219084,0.209676,0.18423837,0.067070074,0.64931065,0.052485935,-0.28561482,0.09534626,-0.07340284,-0.23213308,0.32426062,-0.45202404,0.2842055850558811,0.147945437224015,-0.1653972484447337,0.0622749937341569,0.6678663253784181
807,,,,,,,,,,,,,,,0.18917724,-0.42674077,0.25678015,0.61572415,-0.11841665,0.54290915,-0.14293812,-0.48904374,-0.62911445,-0.36279896,0.24163818,0.054584593,-0.33884513,0.13323256,-0.079723574,0.051175453,-0.31473935,-1.1239778,-0.3084722,-0.14396226,0.29753244,-0.6050748,-0.081676096,0.5470619,-0.13548142,-0.14754066,0.10940589,0.2312511,-0.5185383,0.3335547,-0.13223913,0.09010016,-0.3092241852371782,0.22969875335693368,-0.3019651624891493,0.33203813268783255,0.6597429547991074
808,,,,,,,,,,,,,,,0.5656673,0.0080084,0.16338485,0.28685242,-0.11455679,0.35513595,0.08547905,-0.39178807,-0.5916124,0.12811391,-0.07025764,0.48938417,0.1696326,-0.6058834,0.2771681,-0.6305377,0.56071216,-0.051207803,-0.26378307,-0.17131911,-0.40921637,0.1539833,-0.15522331,-0.020764492,0.2470089,0.46531194,-0.3661461,-0.0548917,-0.078416176,0.2612165,0.14107613,0.26219666,-0.0012149457578305434,-0.07427218064017915,0.09725257025824652,0.08293461089438581,0.36097087860107413
809,,,,,,,,,,,,,,,0.19811648,-0.2476958,-0.1755319,-0.59781486,1.079965,0.15872182,-0.24290645,0.5273834,-0.4684313,0.31937554,-0.76685184,0.4693082,0.3194135,0.18402103,0.5614212,-0.2390195,-0.39957803,0.09248866,0.22228563,-0.09849284,0.38774338,0.3744426,0.40623504,0.56369007,0.28378338,-0.029720418,0.33715895,-0.48256716,0.22689629,0.7804604,0.22140208,-0.0152538065,-0.4862763652095088,0.7891590035480001,0.7514545228746201,-0.2743526276121748,0.7310115814208986
810,,,,,,,,,,,,,,,-0.004331276,0.054384924,0.46206295,-0.5008319,-0.4683384,0.85453904,0.19369467,0.6773051,0.58702904,0.06376589,0.026863309,0.6052308,0.13969149,0.27282906,0.748952,0.39447078,-0.5309911,-0.14769496,-0.19240052,0.32337004,0.09647091,-0.27255803,-0.08251492,0.77626276,-0.61301136,0.32076192,-0.42855942,0.2871304,0.09287959,0.2429094,0.23384821,0.36168575,-0.1745729799623843,0.57534411886464,-0.4923405823884186,0.06742156414275469,0.14776660374232709
811,,,,,,,,,,,,,,,0.11051646,-0.5914665,0.03265018,0.11687518,0.2210551,0.019651117,-0.0363599,0.06666078,0.08378501,-0.5698952,-0.041793745,-0.26755252,-0.16569681,0.059835166,0.010287486,0.056564085,-0.22554764,-0.30535674,-0.1755242,0.074107684,-0.051147483,0.031120408,-0.22247384,-2.0440668e-05,-0.040123925,0.5700388,-0.19473094,0.07666451,-0.13078135,0.24576567,-0.23487616,0.037487563,-0.2587488633614998,-0.07804162813269588,0.41463196365921573,0.46020923371010625,0.9786264964512414
812,,,,,,,,,,,,,,,-0.2369295,0.42830905,0.32625335,-0.15284476,0.28858232,0.15750293,0.117972106,0.6703309,-0.40060914,-0.30480418,-0.60846895,0.65809137,-0.021612164,-0.022980269,0.23165669,-0.025433147,0.070940085,-0.3547399,0.31837365,0.3463114,0.30494535,0.4634199,0.15953702,0.38845402,0.72758424,-0.5456842,0.23972756,-0.28095928,-0.45081326,0.55307174,0.57658905,-0.43623707,-0.22229490633364057,-0.837839472812155,-0.11595042193377458,-0.059501148792023395,0.5645300183977402
